,title,job_link,days,price,average_bid,bid,payment_verified,description,job_tag
483,Experimental Hindi Calligraphy Artwork,/projects/calligraphy/experimental-hindi-calligraphy-artwork,1 day left,$12Avg Bid,True,8 bids,False,"I’m commissioning an original piece of Hindi calligraphy that will be displayed as standalone artwork, so visual impact and creative flair are paramount. Rather than a strictly traditionalscript, I’m looking for an experimental approach—playful ligatures, unexpected line weights, or innovative brush techniques that still keep the text legible in Hindi. Feel free to blend analog strokes with digital refinement; tools such as Procreate, Illustrator, or hand-inked scans are all welcome as long as the final image retains crisp detail at large-format sizes.

Deliverables  
• Finished artwork in high-resolution (minimum 600 dpi) PNG or TIFF for print  
• Layered source file (AI, PSD, or Procreate) so I can resize or adjust colors if needed  
• A short not...","['Art Consulting', 'Calligraphy', 'Creative Design', 'Graphic Design', 'Illustrator', 'Logo Design', 'Photoshop', 'Procreate']"
484,AI Crop Disease Advisory Webapp,/projects/machine-learning/crop-disease-advisory-webapp,1 day left,$52Avg Bid,True,23 bids,False,"...instant, AI-generated diagnosis plus concise treatment advice.  

Core requirements  
• Single-page web app (mobile-friendly).  
• Simple file-upload widget for the photo; no live camera capture at this stage.  
• Back-end endpoint loads my pre-trained model (Python, TensorFlow/Keras or PyTorch—whichever you prefer) and returns:  
  – disease or pest identified,  
  – severity score, and  
  – short, actionable recommendations.  
• Optional field for the farmer to attach a small CSV or Excel file with local weather or soil readings; yourscriptshould parse the sheet, append the values to the inference request, and adjust the advice accordingly.  
• Clean JSON logging so the data can later feed a monitoring dashboard.

Keep ...","['Git', 'HTML', 'HTML5', 'JavaScript', 'Keras', 'Machine Learning (ML)', 'Python', 'Web Development']"
485,Hyderabad Real Estate Scripts -- 2,/projects/copywriting/hyderabad-real-estate-scripts-39911819,1 day left,$315Avg Bid,True,19 bids,False,"...development in Hyderabad, Telangana. Eachscriptshould:

• Open with a hook that instantly captures attention and positions the property as a must-see investment.  
• Highlight key features and tangible benefits of the project—location perks, amenities, pricing advantages, and future appreciation potential.  
• Weave in concise market-trend insights that demonstrate why Hyderabad is a smart choice right now.  
• Include brief yet authentic client success stories or testimonial snippets to build trust.  
• Close with a clear call-to-action that nudges viewers toward site visits, brochure downloads, or direct enquiries.

Tone: professional and informative—think data-backed insights delivered in plain language that still feels approachable.

For...","['Article Writing', 'Audio Editing', 'Content Writing', 'Copy Editing', 'Copywriting', 'Ghostwriting', 'Photo Editing', 'Real Estate', 'Script Writing', 'Video Editing']"
486,Daily YouTube Script Translator,/projects/translation/daily-youtube-script-translator,1 day left,$260Avg Bid,True,77 bids,False,"...short, fast-paced YouTube videos and every day I’ll send you onescriptof roughly 200–300 words that needs to be rendered into English. The translation must feel natural, lively and viewer-friendly—no stiff word-for-word lifts.

What I’ll provide
• Sourcescripteach day (around 200–300 words)  
• Brief context notes when tone or jokes matter

What I need back
• A polished English version in Word or TXT, returned within 12–24 hours  
• Same energy, humor and clarity as the original  
• Flawless grammar and spelling

Familiarity with YouTube-style storytelling is a plus; if you already follow popular creators and understand pacing, even better. Consistency is important, so I’m looking for someone who can ha...","['Content Creation', 'Content Writing', 'Creative Writing', 'English Translation', 'Graphic Design', 'Hindi Translator', 'Script Writing', 'Translation', 'Video Editing', 'YouTube']"
487,Excel-Driven Dashboard Website,/projects/twitter-bootstrap/excel-driven-dashboard-website,1 day left,$263Avg Bid,True,75 bids,True,"...auto-generates a unique username and strong password, then stores the credentials securely (hashing the password).  
• When a user signs in, they land on their dashboard and instantly see their own set of numbers presented in a table plus a matching graph (, D3, or similar is fine).  

Key needs  
– Clean, responsive HTML/CSS front-end (Bootstrap or plain vanilla—your call).  
– Back-endscriptto parse Excel (Python-Flask, Node-Express, PHPSpreadsheet, etc.).  
– Simple user management: login, logout, forgot-password reset.  
– Admin area where I can:  
  • upload new Excel files,  
  • view / edit user records,  
  • force password resets.  
– Secure handling of credentials and any stored data.  

Deliverables  
1. ...","['Bootstrap', 'CSS', 'Excel', 'Google App Engine', 'HTML', 'JavaScript', 'Python', 'Web Development']"
488,Agentic AI Video Generator,/projects/nodejs/agentic-video-generator,1 day left,$80Avg Bid,True,26 bids,False,"...“agentic” workflow—one that chains together LLM prompts and generative-video APIs so I can feed in plain text and receive finished MP4s with captions and thumbnails.

Scope for this first milestone is intentionally lean:
• Select and connect appropriate live-action synthesis services such as Runway Gen-2, Synthesia, D-ID, Colossyan, or a comparable tool, usingPythonor Node plus LangChain/AutoGen (or a similar agent framework).  
•Scriptthe agent logic to:  
  – take a text lesson as input,  
  – generate voice-over, on-screen presenter or b-roll,  
  – compile everything into a 1080p video,  
  – export SRT captions and a thumbnail.  
• Produce 2–3 sample training videos with the pipeline to prove repeatabi...","['Generative AI', 'JavaScript', 'LangChain', 'Node.js', 'Python', 'Video Editing', 'Video Production', 'Video Services']"
489,AI Classification Model & Deck,/projects/machine-learning/classification-model-deck,1 day left,$39Avg Bid,True,42 bids,False,"I’m looking for help building a straightforward classification model and a concise PowerPoint that explains how it works.  

Here’s what I need:  
• A basic, working classification model built in a familiar environment such asPythonwith scikit-learn, TensorFlow, or a comparable library.  
• Clean, well-commented code (notebook orscript) plus the saved model file so I can reproduce the results on my machine.  
• A short PowerPoint deck (10–12 slides) that walks through the data preparation, model choice, key parameters, performance metrics, and a brief next-steps slide.

I’ll provide the dataset (or point you to an open dataset) once we start. Keep the solution lightweight—no complex deployment or cloud setup is needed at this st...","['Classification', 'Data Analysis', 'Data Mining', 'Data Processing', 'Data Science', 'Excel', 'Machine Learning (ML)', 'Python']"
490,Inbound AI Call Center Platform -- 2,/projects/natural-language-processing/inbound-call-center-platform-39911713,1 day left,$2678Avg Bid,True,115 bids,True,"...Built-in payment gateway with subscription levels, automated billing, and a self-service client portal.  
• Admin dashboard: View call transcripts, edit knowledge articles, adjust AI tone, and manage billing from one place.

Tech expectations
The solution should be cloud-hosted, scalable for hundreds of concurrent calls, and modular so we can iterate quickly. A modern stack such as Node/React,Python, or Go is welcome; open-source LLM integrations or GPT-4 via API are acceptable provided latency stays low.

Deliverable
A functional prototype that covers the full flow—sign-up, number allocation, crawl, first call, appointment confirmation, and successful billing—plus documented source code and deployment instructions so my team can extend it.

If you’ve ship...","['AI Chatbot', 'AI Development', 'AI Model Development', 'AI Text-to-speech', 'Cloud Computing', 'Java', 'Natural Language Processing', 'PHP', 'Python', 'Web Scraping']"
491,Inbound AI Call Center Platform,/projects/natural-language-processing/inbound-call-center-platform,1 day left,$2734Avg Bid,True,126 bids,True,"...Built-in payment gateway with subscription levels, automated billing, and a self-service client portal.  
• Admin dashboard: View call transcripts, edit knowledge articles, adjust AI tone, and manage billing from one place.

Tech expectations
The solution should be cloud-hosted, scalable for hundreds of concurrent calls, and modular so we can iterate quickly. A modern stack such as Node/React,Python, or Go is welcome; open-source LLM integrations or GPT-4 via API are acceptable provided latency stays low.

Deliverable
A functional prototype that covers the full flow—sign-up, number allocation, crawl, first call, appointment confirmation, and successful billing—plus documented source code and deployment instructions so my team can extend it.

If you’ve ship...","['AI Chatbot', 'AI Development', 'AI Model Development', 'AI Text-to-speech', 'Cloud Computing', 'Java', 'Natural Language Processing', 'PHP', 'Python', 'Web Scraping']"
492,Custom Algorithm Trading Bot Development,/projects/algorithm/custom-algorithm-trading-bot-development,1 day left,$339Avg Bid,True,32 bids,False,"7 strategies on TradingView (PineScriptv5):
	1.	ORB (Opening Range Breakout)
	2.	SuperTrend + EMA Confirmation
	3.	RSI + VWAP Reversal
	4.	ORB + RSI + VWAP Reversal
	5.	SuperTrend + RSI Adaptive
	6.	VWAP + RSI + Volume Reversal
	7.	ORB + SuperTrend Filter
	•	Risk Management Layer:
	•	Stop Loss: 1.5%
	•	Take Profit: 2%
	•	Auto-position sizing, no manual input.
	•	Automation Layer (Algo Bot):
	•	Auto Buy/Sell execution via broker API (Angel One SmartAPI, or IIFL API).
	•	No fancy UI — just a simple web panel link showing live trade status and P&L.
	•	Backend + logic hosted on cloud (VPS, AWS, or Render).
1)  run automatically in the background (hosted on the cloud.

 2) daily profit/loss updates and logs.

 3) start in paper trading/...","['Algorithm', 'API Integration', 'C# Programming', 'C++ Programming', 'PHP', 'Pine Script', 'Software Architecture', 'Trading']"
493,,/login?goto=N2ExYWFmNWExNmMzMjU5YTNiODcwMzk4YTM5NzY4ZDZodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy9tcWw1L2NvbnZlcnQtcGluZS1zY3JpcHQtbXFsLTM5OTExNjQw,1 day left,,False,,False,PleaseSign UporLoginto see details.,"['Metatrader', 'MQL5', 'Pine Script']"
494,Minimal Beige-Gold Logo Design,/projects/branding/minimal-beige-gold-logo-design,1 day left,$19Avg Bid,True,67 bids,True,"I need a clean, modern word-mark for my new natural-ing...modern word-mark for my new natural-ingredient skincare line, “Charmeé Luxe.” Please use only the brand name—no icons, botanical motifs, or extra shapes—and work strictly with a beige and gold palette to convey understated luxury.

Key points
• Style: modern, minimalistic  
• Elements: text only (the name itself)  
• Colour specs: beige + gold tones

Feel free to recommend a serif, sans-serif, orscriptfont that pairs well with these colours; I’m open to your expert eye. Final files should include a high-resolution PNG with transparent background and a scalable vector (AI or SVG) so I can use the logo across packaging and social media.

Keep the concept straightforward&mdas...","['Adobe Illustrator', 'Adobe Photoshop', 'Branding', 'Graphic Design', 'Illustrator', 'Logo Design', 'Photoshop', 'Vector Design']"
495,Children’s Sci-Fi Story Draft,/projects/book-writing/children-sci-story-draft-39911566,1 day left,$390Avg Bid,True,62 bids,False,"...curiosity. Think along the lines of humorous dialogue, gadget-filled settings, and clear moral lessons without heavy preaching.

The draft should be delivered in an editable Word or Google Docs file. If you have experience writing for children or crafting engaging sci-fi premises, let me know—samples are a plus. I’m aiming for a solid foundation that I can later grow into a full book or multimediascript, so clarity and creativity matter more than polished perfection at this stage....","['Book Writing', 'Content Writing', 'Copywriting', 'Creative Writing', 'Editing', 'Fiction', 'Ghostwriting', 'Writing Tutoring']"
496,Engaging Faceless YouTube Video Creator,/projects/animation/engaging-faceless-youtube-video-creator,1 day left,$11Avg Bid,True,11 bids,False,"...Needed - 10-12 Minute Videos
I'm looking for a skilled video creator to produce engaging faceless YouTube videos for my channel. I will provide the completescriptAND voiceover audio - you will be responsible for creating the visuals and editing everything together.
What You'll Do:

Create 10-12 minute faceless YouTube videos using scripts and voiceovers I provide
Source and edit relevant stock footage, images, and B-roll that matches the voiceover
Sync visuals perfectly with the provided audio
Add background music and sound effects
Include text overlays, animations, and transitions where appropriate
Create engaging visuals that match thescriptnarrative and maintain viewer interest
Deliver fully edited, upload-ready videos

Requirements:

Proven experience cre...","['Adobe Premiere Pro', 'Animation', 'DaVinci Resolve', 'Final Cut Pro', 'Post-Production', 'Video Editing', 'Video Production', 'Video Services', 'Videography']"
497,Hyderabad Real Estate Scripts,/projects/articles/hyderabad-real-estate-scripts-39911550,1 day left,$239Avg Bid,True,16 bids,False,"...development in Hyderabad, Telangana. Eachscriptshould:

• Open with a hook that instantly captures attention and positions the property as a must-see investment.  
• Highlight key features and tangible benefits of the project—location perks, amenities, pricing advantages, and future appreciation potential.  
• Weave in concise market-trend insights that demonstrate why Hyderabad is a smart choice right now.  
• Include brief yet authentic client success stories or testimonial snippets to build trust.  
• Close with a clear call-to-action that nudges viewers toward site visits, brochure downloads, or direct enquiries.

Tone: professional and informative—think data-backed insights delivered in plain language that still feels approachable.

For...","['Article Writing', 'Content Writing', 'Copywriting', 'Ghostwriting', 'Real Estate', 'Script Writing']"
498,YouTube Stream Highlights Creator,/projects/script-writing/youtube-stream-highlights-creator,1 day left,$120Avg Bid,True,41 bids,False,"I’m looking for someone who can help me create stream moments–style videos. You don’t need to worry about the topics, I’ll provide those. Your job will be to find videos that match the topic, write ascriptfor a 10 to 15-minute video, and then create an AI voice-over with emotion based on thatscript. I’ve already shared examples of the type of videos I’ll be editing, so you’ll have a clear idea of the style I’m going for. If you’re interested, feel free to DM me.

EX: 
EX:","['Content Creation', 'Script Writing', 'Video Processing', 'Video Production', 'Video Services', 'Voice Over', 'YouTube']"
499,YouTube Defence Reels Editor,/projects/youtube/youtube-defence-reels-editor,1 day left,$19Avg Bid,True,22 bids,True,"I run a short-form YouTube channel focused on defence and cutting-edge technology. For each 30–40-second reel I will send you a ready-madescriptand voice-over track that are already engaging; your job is to turn them into a polished vertical video.

Here’s the workflow I have in mind:
• Generate 7–8 relevant AI images for the key lines in thescript(any good tool is fine).  
• Place those visuals in sequence so they match the pacing and pauses of the voice-over.  
• Add  clean and bold subtitles that are easy to read on mobile.  
• Layer in soft, subtle background music that never overpowers the narration.  
• Finish with an end screen that shows a Subscribe button and a Previous-video thumbnail, plus the usual “Like • ...","['After Effects', 'Animation', 'Canva', 'Video Ads', 'Video Editing', 'Video Post-editing', 'Video Processing', 'Video Services', 'YouTube']"
500,Software Internship: Front/Back-End Development,/projects/flutter/software-internship-front-back-end,1 day left,$231Avg Bid,True,60 bids,False,"Job Title: Software Developer Intern (Front-End / Back-End)
Job Type: Freelance / Project-Based
 Location: Dasmarinas Cavite | Hybrid 

Job des...established quality rules and required documentation for building medical software

If you focus on Front-End (Flutter)
Assist in developing front-end features for the VSynC mobile application.
Support UI/UX Implementation improvements to ensure a user-friendly experience for healthcare professionals.
Integrate the app with backend APIs, wearable devices, and gateways.

If you focus on Back-End (Python)
Assist in building and maintaining backend services and RESTful APIs.
Support integration with wearable devices, gateways, and cloud services.
Contribute to data collection, processing, and storage workflows.
Monitor and optimize backend pe...","['Agile Development', 'Android', 'Backend Development', 'Flutter', 'Mobile App Development', 'PHP', 'Python', 'REST API']"
501,Cinematic YouTube Series Editor Required,/projects/sound-design/cinematic-youtube-series-editor-required,1 day left,$32Avg Bid,True,30 bids,True,"...cinematic, documentary feel.
The videos use narration, subtle motion, and deliberate pacing to create atmosphere and intellectual curiosity.

You must understand pacing, rhythm, and restraint.
The editing should feel slow and intentional — not quick-cut, flashy, or cluttered. Silence and space are part of the rhythm.

⸻

Project Overview
	•	Video length: 9–10 minutes
	•	Final delivery: 4K (16:9)
	•Scriptprovided by me — you handle full production: Premium ElevenLabs voiceover, editing, visuals, pacing, and sound design.
	•	Minimal stock footage — rely more on text, subtle graphics, and clean motion.
	•	Overall mood: intelligent, calm, and immersive.

⸻

Requirements
	•	Deep understanding of cinematic pacing — slow with...","['Adobe Premiere Pro', 'After Effects', 'Animation', 'Audio Services', 'Final Cut Pro', 'Sound Design', 'Video Editing', 'Video Production']"
502,For ENGLISH SPEAKING FILIPINOS only! Part-Time Discovery Call Specialist,/projects/customer-service/for-english-speaking-filipinos-only,1 day left,$77Avg Bid,True,9 bids,True,"...their business

—and I need someone who can jump on the phone daily from 10 AM – 2 PM Philippines time. (Mon to fri)

You’ll follow a clear, provenscript, listen closely, build quick rapport, qualify each prospect, then lock in an appointment on my calendar for the senior consultant.  

Because the conversation is structured, complex selling isn’t necessary; what matters is a warm, professional phone manner, strong communication skills, and prior experience running discovery or qualification calls. 

Every time a lead meets the criteria and shows up for their subsequent consult, you earn a commission on top of your base.  

I provide:  
• thescriptand objection-handling notes  
• a simple CRM to log calls and appointment outcomes  
&bul...","['Appointment Setting', 'Customer Service', 'Customer Support', 'Sales', 'Telemarketing', 'Virtual Assistant']"
503,Roblox Cookie Clicker Prototype,/projects/roblox/roblox-cookie-clicker-prototype,1 day left,$20Avg Bid,True,21 bids,True,"I’m looking for a simple, working prototype of a Cookie Clicker-style experience built in Roblox Studio except ins...palette—nothing fancy or resource-heavy.  
• DataStore to save duckies and owned upgrades between sessions.  
• Simple onboarding pop-up that explains clicking, upgrading, and premium boosts.

Deliverables  
• A playable place file (.rbxl) or published experience with edit access.  
• Clear Lua scripts, grouped and commented so I can tweak prices or multipliers later.  
• Short read-me outlining where eachscriptsits and how to adjust values.

This is an initial build; polish and extra content can follow once the foundation is solid. If you’ve scripted shop systems or gamepasses before, I’d love to see an example. Let&...","['Game Design', 'Game Development', 'Game Testing', 'Graphic Design', 'Lua', 'Roblox', 'Scripting', 'Visual Design']"
504,Data Evaluation & Insight Extraction,/projects/data-analysis/data-evaluation-insight-extraction,1 day left,$79Avg Bid,True,51 bids,True,"...Your job is to:  
• Examine the data for gaps, inconsistencies, or outliers and document any quality issues you find.  
• Apply appropriate exploratory or statistical techniques to surface meaningful patterns and trends.  
• Summarize your approach and results in a concise report, complemented by well-commented code or formulas so I can reproduce the work later.  

My tech stack is flexible—ifPython(pandas, NumPy, scikit-learn), R, SQL, or even advanced spreadsheet functions get the job done efficiently, I’m open. Let me know which route you recommend and why.  

I value clarity over volume, so focus on the insights that truly matter and back them up with clean, understandable visuals or tables. Once the final deliverables meet the agreed acceptance c...","['Data Analysis', 'Data Analytics', 'Data Visualization', 'Python', 'R Programming Language', 'SQL', 'Statistical Analysis', 'Statistics']"
505,Recreate and Refine Real-Time Bitcoin Index (CFB BRTI) — Millisecond-Level Python Analysis,/projects/data-analysis/recreate-refine-real-time-bitcoin,1 day left,$144Avg Bid,True,77 bids,True,"Description:
I’m working on a project to recreate the CFB BRTI (Crypto Facilities Bitcoin Real-Time Index) by aggregating and analyzing live exchange order book data. The goal is to produce a highly accurate, continuously updating estimation of the benchmark and compare it directly to the official BRTI in real time.

A workingPythoncode base already exists, including live data collection and an initial estimation model. I’m now looking for someone to improve the interpolation and estimation logic, especially around millisecond-scale price movements and order book aggregation. If a full rewrite would yield a cleaner or more accurate approach, that’s also an option.

Project Scope:
Improve interpolation and smoothing of the reconstructed index to better match the o...","['Data Analysis', 'Data Modeling', 'Data Processing', 'Data Visualization', 'Performance Tuning', 'Python', 'Software Architecture', 'Statistical Analysis', 'Statistics', 'Time Series Analysis']"
506,Trading Signals App Development,/projects/flutter/trading-signals-app-development,1 day left,$493Avg Bid,True,171 bids,True,"I currently run aPythonbot that pushes trading signals to Telegram. I now want those signals delivered directly inside a standalone mobile app, complete with authentication, real-time updates, and push notifications.

Here’s the workflow I have in mind:

• Repackage the existing bot into a backend service written in either FastAPI or Flask (I’m flexible on the choice).  
• Expose the signals through a secure REST or WebSocket API.  
• Persist signals and user data in PostgreSQL or Firebase.  
• Build a cross-platform mobile app in Flutter or React Native—again, I’m happy to use whichever framework suits you best.  
• Implement email or social login, protected routes, and optional in-app subscription handling.  
• Show a live fe...","['FastAPI', 'Flask', 'Flutter', 'iPhone', 'Mobile App Development', 'PostgreSQL', 'Python', 'Software Architecture']"
507,2D Intro Explainer Video Needed,/projects/2d-animation/intro-explainer-video-needed,1 day left,$167Avg Bid,True,113 bids,True,"I’m looking for a talented animator to produce a concise 2D introduction video that clearly explains our products and services to a business audience. The piece should be short—about a minute—yet memorable, capturing our brand personality while walking viewers through the key benefits we deliver.

I have a roughscriptoutline, logo assets, and colour guidelines ready. What I need from you is the full creative treatment: storyboarding, smooth 2D motion graphics, on-brand typography, background music, and simple captions so the message lands even when muted. 

The final deliverables I’ll need are:  
• An HD (1920×1080) MP4 ready for web and events  
• Source project files for future updates  
• Up to two review rounds to polish timing, pac...","['2D Animation', '2D Animation Explainer Video', 'After Effects', 'Animation', 'Motion Graphics', 'Typography', 'Video Editing', 'Video Services']"
508,Wired Sound Signal Program,/projects/c-sharp-programming/wired-sound-signal-program,1 day left,$269Avg Bid,True,11 bids,False,"I need a Windows-based application that can transmit and receive both analog and digital sound signals over a wired connection.  
   
What I expect:  
• A detailed implementation plan followed by a functional prototype.  
• Real-time capture of a...that reconstructs the audio, plays it through standard Windows devices, and/or stores it losslessly.  
• A simple GUI to choose input/output devices, toggle analog vs. digital modes, and show basic level meters.  
• Well-commented source code, build instructions, and brief user documentation so I can extend or port later.  
   
Please use any language or framework you are comfortable with—C++, C#,Python, or another option—as long as the final executable runs smoothly on current Windows versions with low la...","['Audio Engineering', 'Audio Processing', 'C Programming', 'C# Programming', 'C++ Programming', 'Microcontroller', 'Python', 'Software Architecture']"
509,TikTok Brand Awareness Campaign,/projects/content-strategy/tiktok-brand-awareness-campaign-39911135,1 day left,$29Avg Bid,True,11 bids,False,"...stream of eye-catching promotional videos that introduce my brand, reinforce its personality, and keep viewers coming back for more. Each video should feel native to TikTok, leverage popular sounds or challenges when relevant, and wrap up with a subtle yet memorable brand cue.  

Here’s what I expect:  
• A concise content strategy outlining key themes, posting frequency, and hashtag clusters.  
•Scriptor storyboard for each promotional video, optimized to hook viewers in the first seconds.  
• Production or editing of the videos in vertical format (re-purposing existing footage is fine if it fits TikTok style).  
• Captions, hashtags, and on-screen text aligned with the latest TikTok best practices.  
• A simple performance dashboard or weekly su...","['Content Strategy', 'Internet Marketing', 'Social Media Marketing']"
510,BigCommerce REST Order Integration,/projects/api-developmet/bigcommerce-rest-order-integration,1 day left,$31Avg Bid,True,37 bids,True,"I need a lightweight REST API link between my order-management app and BigCommerce’s inventory service. The goal is simple: pull new orders, update stock levels, and push basic status changes back to BigCommerce.

Here’s what I’m after:
• A small, well-commentedscriptor endpoint map that authenticates with BigCommerce, fetches orders, and updates inventory counts.  
• Setup instructions (API keys, callback URLs, sample cURL calls) so I can run or schedule it myself.  
• Basic error handling and clear JSON examples for each request/response.  

Keep the solution straightforward—no fancy dashboards or advanced reporting, just a clean proof-of-concept that shows the data moving correctly.","['API Development', 'BigCommerce', 'JavaScript', 'JSON', 'MySQL', 'PHP', 'RESTful API', 'Software Architecture']"
511,WhatsApp–CRM Integration Module,/projects/api-developmet/whatsapp-crm-integration-module,1 day left,$483Avg Bid,True,122 bids,False,"...analytics.  
• Include fail-safe logging, error handling, and a webhook listener to capture delivery/read events for real-time reporting.  
• Provide clear setup documentation plus a Postman collection or Swagger file so future devs can extend the integration.

My environment: Ubuntu server, Nginx, PHP 8, Laravel 10, and a dedicated WhatsApp Business number already approved. If you prefer Node.js orPythonfor the middleware, that’s fine as long as it deploys smoothly alongside the existing stack.

Success means I can:
1. Select a saved contact list in Pharmadvisor and push a WhatsApp template message.  
2. Watch delivery status, reads, and replies update in the CRM within seconds.  
3. See a concise campaign report (sent, delivered, read, replied, failed).  

Sho...","['API Development', 'Laravel', 'MySQL', 'Node.js', 'PHP', 'RESTful API', 'Software Architecture', 'Vue.js']"
512,Mobile App Python Backend Help,/projects/postgresql/mobile-app-python-backend-help,1 day left,$342Avg Bid,True,163 bids,True,"I need an experiencedPythondeveloper to jump in alongside our in-house backend lead and push our mobile app over the finish line. Your primary focus will be database management—designing new tables, refining existing schemas, writing efficient queries, and handling migrations—while making sure everything stays in sync with our current codebase.

Because our presentation layer relies on Django, you should also feel comfortable tweaking templates, wiring endpoints into views, and handling the occasional UI touch-up that connects directly to your backend work. Deep Django knowledge is therefore a must. Familiarity with React Native or Flutter would be a nice bonus but is not required.

Key objectives for this engagement:
• Audit and improve the existing ER diagram, f...","['Database Design', 'Database Management', 'Django', 'Google Cloud Platform', 'JavaScript', 'Mobile App Development', 'NoSQL Couch & Mongo', 'PostgreSQL', 'Python', 'RESTful API']"
513,AI Candidate Ranking Website,/projects/ai-development/candidate-ranking-website,23 hours left,$268Avg Bid,True,39 bids,False,"...real time with clear visual cues (e.g., color-coded tiers, percentile bars).  
• Add basic account features: sign-up/login, role-based access, password reset.  
• Provide a responsive UI plus a simple style guide so I can extend the design later.  

Preferred stack  
I’m open, but a modern combination such as React or Vue for the UI and Django, Flask, or Node.js for the API will speed things up;Pythonis ideal for the ML layer. Please include testing and concise documentation so I can maintain the code.

Deliverables  
1. Functional prototype hosted on a staging server  
2. Source code repository with clear commits  
3. Brief setup guide and API reference  
4. Visual mockups and any training notebooks/data preprocessing scripts  

Timeline and collaboration  
Sha...","['AI Development', 'API Development', 'Graphic Design', 'HTML', 'PHP', 'Python', 'Web Development', 'Website Design']"
514,Tech Instructors for Live Classes,/projects/teaching-lecturing/tech-instructors-for-live-classes,23 hours left,$477Avg Bid,True,90 bids,False,"I’m assembling a small pool of industry-seasoned trainers who can run beginner-friendly, live online classes in English across several domains: Data Science, Business Analysis, Cloud Engineering, AI & ML,Pythonprogramming, modern frontend and backend stacks, Project Management, Data Engineering and Data Analysis.  

You’ll be teaching real newcomers, so the emphasis is on patient explanations, lots of hands-on demos and clear, practical examples drawn from your day-to-day professional work. I already have the virtual classroom infrastructure (Zoom + LMS) and a calendar of days, evenings and weekend slots; what I need is your expertise, structured into an engaging syllabus that can be delivered live.

Key deliverables  
• A concise course outline with learning ...","['Artificial Intelligence', 'Business Analysis', 'Data Analysis', 'Data Science', 'DevOps', 'Full Stack Development', 'Machine Learning (ML)', 'Project Management', 'Python', 'Teaching/Lecturing']"
515,Fix iOS PDF Editor Freeze,/projects/ios-development/fix-ios-pdf-editor-freeze,23 hours left,$428Avg Bid,True,151 bids,True,"Hello,

Thescriptat 
 is not working properly on iOS. After a few minutes of use, thescriptfreezes.

To test:

Upload a PDF file.

Use the Add Text and Add Photo functions.

Start typing and continue for a few minutes — you’ll notice thescripteventually freezes.

Please check this issue and let me know if you can fix it, along with an estimate of the cost.","['iOS Development', 'iPad', 'iPhone', 'JavaScript', 'Mac OS', 'Objective C', 'PDF', 'Web Development']"
516,Transfer language,/projects/translation/transfer-language-39910830,23 hours left,$339Avg Bid,True,23 bids,False,"...You are the author of your own story, both literally and figuratively.

---

A Glimpse into Your World (Inferred from Your Profession):

One can imagine you as someone who:

· Observes the world with meticulous detail: You don't just see events as they are; you see the hidden stories within them. A conversation in a café or a scene on the street can easily become the inspiration for a brilliantscriptin your notebook.
· Has a rich library or long lists of books you've read and films you've watched, studying them not just for entertainment, but to understand their structure and storytelling techniques.
· Works during unique, creative hours, perhaps late at night or at the break of dawn, when the silence allows ideas to flow freely.
&midd...","['Article Writing', 'Blog Writing', 'Content Writing', 'Copywriting', 'Creative Writing', 'Editing', 'Ghostwriting', 'Research Writing', 'Translation']"
517,One-on-One PostgreSQL Tutoring,/projects/postgresql/one-one-postgresql-tutoring,21 hours left,$94Avg Bid,True,15 bids,True,"...general backend concepts.  

What I want to master  
• Database design and schema creation first (my top priority).  
• Progressively move into writing and optimising SQL queries, joins, functions, triggers and stored procedures.  
• Solid understanding of relationships, constraints and performance tips.  
• Practical, hands-on examples that tie directly into web applications built with Node.js orPython.  

How I learn best  
Hands-on projects. I’d like each session to revolve around a mini project so I can practise what you teach in real time and get immediate feedback.  

Engagement details  
• Start ASAP and set a mutually convenient schedule.  
• Sessions delivered live via screen-sharing software (Zoom, Google Meet or similar).  
• A...","['Database Design', 'JavaScript', 'MySQL', 'Node.js', 'NoSQL Couch & Mongo', 'PostgreSQL', 'Python', 'SQL']"
518,Python LLM Model Builder,/projects/ai-development/python-llm-model-builder,21 hours left,$72Avg Bid,True,23 bids,False,"Design and develop automation pipelines for SDTM dataset generation usingPython. • Build and deploy AI/ML models to streamline data mapping, domain identification, and controlled terminology matching. • Automate metadata-driven data transformations based on CDISC/SDTM standards. Create reusablePythonlibraries and tools to support automation across multiple studies.","['AI Development', 'Automation', 'Data Analysis', 'Data Science', 'Django', 'Machine Learning (ML)', 'Python', 'Software Architecture']"
519,AI-Driven Social Media Automation,/projects/ai-content-creation/driven-social-media-automation,21 hours left,$94Avg Bid,True,19 bids,True,"...and Threads. Every step should be run by AI: captions and hashtags from a language model, visuals from an image generator, and—when possible—short video clips stitched automatically.  

My priorities are evenly split between content generation, post scheduling and engagement analytics, so the solution has to cover all three without bolting separate apps together. You are free to choose the stack—Python, Node.js, low-code platforms, or a mix of APIs (OpenAI, Stable Diffusion, Meta Graph, X API, etc.)—as long as I end up with an installable package or hosted dashboard that I can maintain myself.

Deliverables  
• AI module that produces text, images and optional video, ready-formatted per network  
• Scheduler that pushes the content to all five pl...","['AI Chatbot Development', 'AI Content Creation', 'JavaScript', 'Node.js', 'OpenAI', 'Python', 'Social Media Management', 'Software Architecture']"
