,title,job_link,days,price,average_bid,bid,payment_verified,description,job_tag
466,Manual Hindi Script Tri-Translation,/projects/language-tutoring/manual-hindi-script-tri-translation,18 hours left,$67Avg Bid,True,17 bids,True,"I have a 700–800-word Hindiscriptready to go in a clean text file. I need three separate translations—Tamil, Telugu and Malayalam—that read as if they were written natively for a video narration.

Thescriptshould be written in a manner so that video editing is not required.
Please keep the flow engaging yet natural for spoken delivery; don’t just mirror sentence structures. While the cultural references remain largely the same across the three versions, choose wording that feels immediately familiar to speakers of each language (e.g., common idioms, everyday register).  

Absolutely no machine-generated output: I want a human ear for nuance and a human eye for rhythm.  

Deliverables  
• One Tamil, one Telugu and one Malayalamscript, e...","['Audio Production', 'Audio Services', 'Content Writing', 'Language Tutoring', 'Script Writing', 'Translation', 'Voice Over', 'Voice Talent']"
467,Bundesliga Checkout Automation Bot -- 2,/projects/python/bundesliga-checkout-automation-bot,18 hours left,$172Avg Bid,True,44 bids,False,"...at checkout. The goal is simple: ascriptor small application that reliably autofills my saved billing and shipping details and then submits the final purchase in the fastest, most human-like way possible.

Scope of work  
• Navigate from cart to payment on the Bundesliga shop.  
• Inject my preset name, address, phone and email into every required form field.  
• Handle any hidden or dynamically loaded elements so thescriptnever stalls.  
• Trigger the “Place Order” (or equivalent) button and confirm the order number or success page.  
• Run headless or with a lightweight UI where I can update profiles as needed.

Tech flexibility  
I did not lock this into one framework, so whether you prefer Selenium, Puppeteer, Playwright, or you...","['Automation', 'Golang', 'Python', 'Software Architecture', 'Software Development', 'Web Scraping']"
468,Bundesliga Checkout Automation Bot,/projects/selenium/bundesliga-checkout-automation-script,18 hours left,$134Avg Bid,True,57 bids,False,"...at checkout. The goal is simple: ascriptor small application that reliably autofills my saved billing and shipping details and then submits the final purchase in the fastest, most human-like way possible.

Scope of work  
• Navigate from cart to payment on the Bundesliga shop.  
• Inject my preset name, address, phone and email into every required form field.  
• Handle any hidden or dynamically loaded elements so thescriptnever stalls.  
• Trigger the “Place Order” (or equivalent) button and confirm the order number or success page.  
• Run headless or with a lightweight UI where I can update profiles as needed.

Tech flexibility  
I did not lock this into one framework, so whether you prefer Selenium, Puppeteer, Playwright, or you...","['Automation', 'Golang', 'Python', 'Software Architecture', 'Software Development', 'Web Scraping']"
469,Extract Tables from Screener PDFs,/projects/data-extraction/extract-tables-from-screener-pdfs,18 hours left,$64Avg Bid,True,37 bids,False,"...dataset.

Your job is to pull every table—profit & loss, balance sheet, cash-flow, notes, anything laid out in rows and columns—straight out of the PDFs and return it in a structured file. I’m flexible on the final format; an Excel workbook or a clean CSV both work as long as the headers, row labels, and numeric values line up exactly with the source.

Use whatever extraction method you trust (Pythonwith Tabula, Camelot, Adobe tools, etc.), just make sure numbers don’t drift, columns stay aligned, and text is not truncated. Where a table spans multiple PDF pages, it should appear as one continuous table in the output.

Deliverables  
• One consolidated spreadsheet or CSV containing every extracted table, clearly separated by sheet or named sectio...","['Data Analysis', 'Data Entry', 'Data Extraction', 'Data Management', 'Data Processing', 'Excel', 'PDF', 'Python']"
470,Energetic Indian English Voiceover,/projects/voice-over/energetic-indian-english-voiceover,18 hours left,$15Avg Bid,True,11 bids,False,"We are seeking a voiceover artist with an exceptional ability to make listeners visualize food through sound. We require a voice that is clear, highly expressive, and descriptive, with flawless enunciation.

The Initial Project: A 60-second social media voiceover. The Opportunity: Potential for ongoing, regu...an exceptional ability to make listeners visualize food through sound. We require a voice that is clear, highly expressive, and descriptive, with flawless enunciation.

The Initial Project: A 60-second social media voiceover. The Opportunity: Potential for ongoing, regular work as our social media presence grows. Scope: The artist must deliver final audio and ideally collaborate on refining thescriptfor maximum impact.

Budget: ₹500 - ₹700 per 60-second final clip (all-inclu...","['Audio Editing', 'Audio Production', 'Audio Services', 'Commercials', 'Script Writing', 'Voice Acting', 'Voice Over', 'Voice Talent']"
471,Modern Stock Analysis Platform (Next.js + Financial APIs),/projects/nextjs/modern-stock-analysis-platform-next,17 hours left,$34040Avg Bid,True,161 bids,False,"...
• Comprehensive QA & financial calculation validation • Performance optimization • Security audit • Production deployment • Complete documentation

Tech Stack Requirements

Frontend:

•  14+ (React with TypeScript) • Tailwind CSS • React Query (TanStack Query) for state management • Recharts or  for data visualization • React Table for data grids

Backend:

• Node.js/Express ORPython/FastAPI • PostgreSQL database • Redis for caching • Background jobs (Bull/Celery) for daily ranking calculations • Financial Modeling Prep (FMP) API integration
DevOps:

• Frontend: 

Vercel or Netlify • Backend: AWS or Railway • CI/CD pipeline with automated testing • Staging + Production environment...","['Backtesting', 'Data Visualization', 'Financial Modeling', 'Next.js', 'Node.js', 'PostgreSQL', 'Python', 'React.js', 'Redis', 'Typescript']"
472,AI Agent for Numerical Insights,/projects/data-analysis/agent-for-numerical-insights,17 hours left,$575Avg Bid,True,173 bids,True,"...should then receive the output based on their questions. 
I want integration with MS teams, Whatsapp as a means for people to ask questions. 

2. instantly turns them into clear visual stories while surfacing the underlying patterns I might miss at first glance. 

Here’s what I expect the agent to handle:
It should ideally be a multi nodal agent architecture connected to the LLMs with memory..Pythonis my natural choice for this project, so feel free to lean on pandas, NumPy, scikit-learn, and visualization libraries such as Plotly or Matplotlib. Just keep the solution maintainable and well-documented. Do you think using Gradio or n8n could be helpful?

Deliverables will include:
1. Source code with clear instructions to reproduce results on my machine.  
2. A one-click (...","['Data Visualization', 'Engineering', 'JavaScript', 'Machine Learning (ML)', 'Python', 'Software Architecture']"
473,Instant URL Indexing Tool,/projects/api-developmet/instant-url-indexing-tool,17 hours left,$451Avg Bid,True,51 bids,True,"...bulk upload option for CSV/TXT files, and an “auto” mode that continuously reads from a watch-folder or database list and submits any new links.  
• Configuration screen or JSON/YAML file where I drop in my API keys and adjust rate limits.  
• Real-time status dashboard with response codes, retry logic, and exportable logs.  
• Clean installation: runnable as a small web app or CLIscripton a typical VPS (Pythonor Node.js preferred, but I’m open if you have a faster route).  

Deliverables  
1. Source code and a one-page setup guide.  
2. Quick video or live demo proving a fresh URL appears in Google and Bing within a few minutes of submission.  
3. Brief note on any paid third-party APIs you integrate so I know exactly what I’ll be...","['API Development', 'Google App Engine', 'JavaScript', 'Node.js', 'PHP', 'Python', 'Software Architecture', 'Web Development']"
474,Agency Data Analytics Partnership,/projects/data-analysis/agency-data-analytics-partnership,17 hours left,$2350Avg Bid,True,99 bids,True,"This engagement is a long-term, ticket-based collaboration where we tackle data analytics and related software development tasks for a portfolio of international SME clients. Each ticket is scoped together, usually falling between $1.5 k and $5 k, and I oversee project management while you focus on delivery.

Core toolsetPython(pandas, NumPy, scikit-learn, Flask/Django where relevant), Java for backend or data-heavy services, and solid SQL across MySQL, PostgreSQL or cloud warehouses. Familiarity with BI tools such as Power BI, Tableau or Looker is a plus; feel free to bring any other analytics or DevOps utilities you rely on.

Expected deliverables for an average ticket  
• Data analysis reports that clearly outline findings, methodology and business impact  
• Intera...","['Data Analysis', 'Data Visualization', 'Elasticsearch', 'MySQL', 'NumPy', 'PostgreSQL', 'Python', 'SQL']"
475,Python MCQ Exam Platform,/projects/web-development/python-mcq-exam-platform,17 hours left,$239Avg Bid,True,75 bids,False,"...Administration

A simple and secure admin interface to:

Create/edit exams

Add/remove MCQ questions

View all submissions

Export results to CSV/Excel (optional)

6. Technology PreferencesPythonis preferred (Streamlit, Django, or FastAPI).

Developer may recommend the best backend + database stack.

Clean documentation so the system can be extended later.

Deliverables

Fully working online exam system

Source code + installation instructions

Admin dashboard

Automatic email integration

PDF generation

Timing analytics

Optional security enhancements (logging, anti-cheating)

Skills NeededPythonDjango or Streamlit

Web development

PDF generation

Email automation

Database design

Frontend development

 Additional Notes

This project must be fast, reliable, and ...","['Backend Development', 'Data Analysis', 'Database Management', 'Excel', 'FastAPI', 'Frontend Development', 'Python', 'Software Development', 'Streamlit', 'Web Development']"
476,Fashion Reels Viral Content Strategy,/projects/social-media-marketing/fashion-reels-viral-content-strategy,17 hours left,$277Avg Bid,True,16 bids,False,"...into current fashion trends while weaving in our core promise of custom fitting.

Here’s the flow I have in mind. First, I’ll need 15–20 high-potential reel ideas built around hooks that stop the scroll: think transformations, before-and-after reveals, fabric-feel moments, and other storytelling angles proven to resonate on Instagram India. Each idea should come packaged with a concise 5–10-secondscript, a clear shot list outlining the visual flow, suggested trending audio, and a call-to-action such as “DM us” or “Customise now.” Alongside the concepts, a simple 30-day posting calendar will help my team schedule shoots and edits in-house without guessing what comes next.

I also want an editing style guide: fast-paced cuts, bright ...","['After Effects', 'Animation', 'Branding', 'Content Marketing', 'Content Strategy', 'Creative Writing', 'Instagram Marketing', 'Social Media Marketing', 'Video Editing', 'Video Production']"
477,Premium 3D Explainer Video Animation,/projects/2d-animation-explainer-video/premium-explainer-video-animation,17 hours left,$212Avg Bid,True,78 bids,True,"...supports hotels through booking, pre-arrival, check-in, in-stay engagement, feedback, checkout, and post-stay communication.

We already have a completescriptand visual storyboard, and now need a talented animator who can bring it to life with beautiful visuals, smooth transitions, and professional pacing.

What We Need From You

We are seeking a creative professional with experience in:


Motion Graphics & 2D Animation

-Clean, modern vector animation
-Smooth transitions, kinetic text, icon animations
-Polished UI animations (mockup of app screens, swipe gestures, notifications, etc.)
-Explainer Video Production
-Ability to translate ascript+ storyboard into a compelling narrative
-Understanding of pacing, flow, and visual hierarchy
-Experience producing tech-focu...","['2D Animation', '2D Animation Explainer Video', '2D Game Art', '3D Animation', 'Adobe Illustrator', 'Adobe Premiere Pro', 'After Effects', 'Animation', 'Motion Graphics', 'Video Services']"
478,HandLingo: Intelligent Sign Language App,/projects/computer-vision/handlingo-intelligent-sign-language-app,17 hours left,$523Avg Bid,True,30 bids,True,"Freelancer.com Job Posting — Full Project Brief for HandLingo (Intelligent Sign Language Agent)
Budget: PKR 100,000
Technologies: Android (Java/Kotlin), TensorFlow/TFLite,Python(ML), FastAPI/Node.js, SQL/NoSQL, Cloud Deployment, Figma, Web Dashboard
1. Project Overview

HandLingo is a mobile application designed to translate Pakistani Sign Language (PSL) in two directions:

1. Text → Sign (Dictionary Mode)

User enters a word (Urdu/English).

App plays the corresponding sign video/animation.

Videos must be cached for offline use.

2. Sign → Text (Recognition Mode)

User shows a PSL gesture to the camera.

Model predicts the label, shows confidence scores, allows correction, and saves history.

This project includes:

Android mobile app

Machine learning model (PSL...","['Computer Vision', 'DevOps', 'Figma', 'Java', 'Kotlin', 'Mobile App Development', 'Node.js', 'NoSQL', 'SQL', 'Video Processing']"
479,Angel SmartAPI Market Feed,/projects/rest-api/angel-smartapi-market-feed,16 hours left,$26Avg Bid,True,12 bids,True,"...The goal is simple: stream real-time stock prices, trading volume, and market indices into a format I can query or visualize at will.

What I expect from you is a lightweight service—Pythonpreferred because the rest of my tooling is in pandas and Plotly, but Node.js is fine if that speeds you up—that authenticates, subscribes to the relevant WebSocket channels, and keeps the connection alive with solid reconnect logic so no ticks are missed. Push the incoming data either to a small REST endpoint or directly into a Postgres table; choose whichever you can deliver most reliably.

Deliverables  
• A runnablescriptor micro-service that continuously fetches the live feed  
• Step-by-step setup notes covering token generation, environment variables, and ...","['Data Analysis', 'Data Visualization', 'JavaScript', 'Node.js', 'PostgreSQL', 'Python', 'REST API', 'Software Architecture']"
480,High-Scale Amazon Scraper Build,/projects/scrapy/high-scale-amazon-scraper-build,16 hours left,$608Avg Bid,True,120 bids,True,"...production-ready server-side scraper that can pull product details—name, price, description, and current stock—from Amazon and a handful of comparable e-commerce sites. The crawler must comfortably handle millions of SKUs and rerun itself on an automated schedule every 6–8 hours without manual intervention.

Here is what I’m aiming for:

• Scraping engine written in a language well suited to concurrency (Python+ Scrapy, Playwright, or another proven framework)  
• Smart rotation of proxies, user-agents, and headless browsers so rate limits and bans are avoided  
• Output in clean CSV files that the job then pipes directly into my PostgreSQL instance  
• Robust logging and alerting so I can quickly spot failed requests, IP blocks, or sc...","['Amazon Web Services', 'Automation', 'Data Extraction', 'Data Management', 'Data Processing', 'Elasticsearch', 'PostgreSQL', 'Python', 'Scrapy', 'Web Scraping']"
481,D2C Strategist for Viral Video Concepts,/projects/content-creation/strategist-for-viral-video-concepts,16 hours left,$1218Avg Bid,True,9 bids,False,"Project Brief: Creative Strategist for Viral VideoScript& Prompt Development (D2C Focus)

I’m looking for a highly creative freelancer with strong D2C experience who can think deeply, research thoroughly, and develop innovative prompts and master prompts for short-form video scripts and content ideas. The goal is to build a library of high-impact, eye-catching concepts that can be used to generate viral-potential videos across TikTok, Instagram Reels, and YouTube Shorts.

What I need from you:

Ability to study the product, audience, and category in depth.

Development of powerful prompts, master prompts, and content frameworks that consistently generate fresh, engaging concepts.

Understanding of viral mechanics, trend triggers, hooks, and narrative patterns used in hig...","['A/B Testing', 'Content Creation', 'Creative Writing', 'Digital Marketing', 'Market Research', 'Prompt Engineering', 'Script Writing', 'Viral Marketing']"
482,C# Software License System in PHP,/projects/openssl/software-license-system-php,15 hours left,$14Avg Bid,True,24 bids,False,"...Management
Generate an RSA public and private key pair on my web server using OpenSSL commands in PHP.

2. PHP Web Hosting (License Generation)
On your web server, you will have a PHPscriptthat generates a license file containing the user's information, then digitally signs this data with my private key.

3. C# Desktop Software (License Verification)
In my C# application, the process involves receiving the license file, extracting the data and signature, and using the embedded public key to verify the signature. 

Embed Public Key: Include the public key string within my C# application code.


Deliverables  
1. PHPscriptwith OpenSSL commands and clear install notes.  
2. C# verification class plus a quick demo WinForms or console project showing it in action.  
3....","['API Development', 'Backend Development', 'C# Programming', 'OpenSSL', 'PHP', 'Software Architecture', 'Software Development']"
483,Prxy-Based Script,/projects/selenium/prxy-based-script,15 hours left,$19Avg Bid,True,22 bids,True,"I need some Prxy based data scraping work using Selenium, Do you have time for this task?

Here will be steps
Prxxy on > Site login > search with some criteria with input fields and dropdowns> clicking on some links > wait for 1-3 random seconds, scroll up and down > click on another links > Save data

Here will be steps
Prxxy on
Site login
search with some criteria with input fields and dropd...down
click on another links
Save data
Logg out
Another login and than it will be in a loop


Website name is Contactout.com.




login to contactout via gmale
from left navigation put some filters 
Get some result
it give daily 5 per emai


the highlghted are the data points


after 5 data collction, it must log out, select another emai,  login again, apply filter and do the same ...","['Automation', 'Data Analysis', 'Data Collection', 'Data Extraction', 'Data Scraping', 'JavaScript', 'PHP', 'Python', 'Selenium', 'Web Scraping']"
484,Cinematic Short Video Editor,/projects/sound-design/cinematic-short-video-editor,13 hours left,$11Avg Bid,True,10 bids,False,"I already have the voice-over and thescriptrecorded; what I need now is a skilled editor who can turn those words into a 1-3 minute piece that feels like a scene lifted straight out of a feature film.  

Here is the creative direction: the narrative explores ancient history, evolution, and humanity’s origins. The tone must be emotional and dramatic—no textbook slides or lecture-style montage. Think sweeping camera moves, moody colour grades, and an atmosphere that pulls viewers in.

You will:  
• Place my voice track on the timeline and keep it perfectly in sync with the visuals.  
• Source or create cinematic visuals, using a mix of stock footage and AI-generated clips when needed, to illustrate each beat of the story.  
• Underscore everything with epi...","['Adobe Premiere Pro', 'After Effects', 'Animation', 'Color Grading', 'DaVinci Resolve', 'Sound Design', 'Video Editing', 'Video Production']"
485,Custom Ichimoku Pine Screener,/projects/pine-script/custom-ichimoku-pine-screener,13 hours left,$10Avg Bid,True,6 bids,False,"...classic Span-A-above-Span-B approach; instead, I’ve defined conditional thresholds that thescriptmust check every bar and return a boolean value that Pine Screener can read.

What I need from you  
• A clean, well-commented PineScript(v5) that calculates the two Leading Spans, applies my threshold logic (I’ll supply the exact numbers after we start), and outputs a simple screener column—true when conditions are met, false when they’re not.  
• Guidance—just a short “attach & run” walkthrough—showing how to add thescriptto TradingView’s Stock Screener so I can filter symbols in my watch-list in real time.  
• No back-testing strategy code; this is purely an indicator-style screener.

Accep...","['C Programming', 'C++ Programming', 'Data Visualization', 'Financial Analysis', 'Market Research', 'Metatrader', 'PHP', 'Pine Script']"
486,OpenModelica Developer for Full Three-Phase EMT Power Grid Modeling (Gen/Trafo/Lines),/projects/technical-documentation/openmodelica-developer-for-full-three,13 hours left,$149Avg Bid,True,19 bids,True,"...Differential-Algebraic Equations (DAE)

Control Systems (Excitation / Synchronization)

Nice-to-Have Skills

PSCAD / EMTDC

Simulink Power Systems / Simscape Electrical

RTDS / OPAL-RT

IEEE 9-Bus / Multi-machine Systems

Numerical Methods for Power Systems

Model Library Development

Power Flow (Newton-Raphson)

Event-Based Simulation (switching)

Power Electronics Modeling

Scientific Computing (Python/Matlab)

Tools (Optional)

OpenModelica

Dymola

MATLAB / Simulink

Git / GitHub

LaTeX...","['Algorithm', 'Control Engineering', 'Control System Design', 'Electrical Engineering', 'Electronics', 'Engineering', 'Mathematics', 'Matlab and Mathematica', 'Mechanical Engineering', 'Technical Documentation']"
487,Zack D Films-Inspired 3D Animator,/projects/blender/zack-films-inspired-animator,13 hours left,$85Avg Bid,True,31 bids,True,"We’re looking to hire a 3D animator who can deliver short-form pieces with the same high-energy, stylized vibe you see in Zack D Films — bold colors, exaggerated forms, tight pacing, and dynamic camera movement. The content is aimed at adults and the tone is witty, irreverent, and visually punchy.

What we need from you:
• Translate ourscriptinto a tight storyboard + rough animatic to lock pacing and shot flow
• Model, rig, and animate characters and props using a clean, non-destructive workflow (Blender/Maya/C4D/Unreal Engine— your choice)
• Push a stylized look: bold palettes, strong silhouettes, dynamic motion, minimal but impactful FX
• Render at 30 fps (60 fps is a bonus), 1080p or higher
• Deliver both the final video (ProRes or H.2...","['3D Animation', '3D Modelling', 'Animation', 'Blender', 'Cinema 4D', 'Maya', 'Motion Graphics', 'Unreal Engine', 'Visual Effects']"
488,3D Cartoon Series Video Editor,/projects/caricature-cartoons/cartoon-series-video-editor,13 hours left,$233Avg Bid,True,6 bids,False,"...is to take my completed scripts and transform them into a polished 3-D animated series. This means handling every visual step—from blocking and character animation to lighting, rendering, and the final edit—so the episodes are broadcast-ready.

Key points you should know: the format is an ongoing animated series, the style is strictly 3-D animation, and the storyline has already been locked; noscriptwork is needed on your side. I simply need the visuals, motion, and pacing to breathe life into what is already on paper.

I will provide:  
• Finalised scripts for each episode  
• Character reference art and mood boards  
• Voice-over tracks and core sound bed

I need back:  
• Fully animated 3-D scenes (1080p or better)  
• Synced edits that m...","['Caricature & Cartoons', 'Editing', 'Motion Graphics']"
489,Instagram Medical Promo Scriptwriting,/projects/content-writing/instagram-medical-promo-scriptwriting,12 hours left,$15Avg Bid,True,19 bids,False,"...appointment. Each doctor I work with represents a different specialty, so everyscriptmust feel fresh, accurately reflect that field, and stay compliant with basic medical marketing standards.

Here’s the core of the job:
• Medium: short-form video scripts only  
• Purpose: promote medical services—no generic health explainers, we’re selling the expertise  
• Platform focus: Instagram Reels and Stories, so punchy hooks, trending angles, and a clear call-to-action are essential  

Typical workflow I envision
1. I brief you with the doctor’s specialty, standout services, and any must-mention facts.  
2. You bring back two concept directions so we can lock the vibe.  
3. Once approved, you deliver the finalscript(≈30–60 se...","['Content Writing', 'Copywriting', 'Creative Writing', 'Digital Marketing', 'Instagram Marketing', 'Script Writing', 'Social Media Management', 'Social Media Marketing']"
490,Chessify Video Content Boost,/projects/video-editing/chessify-video-content-boost,12 hours left,$41Avg Bid,True,12 bids,False,"...measurable traffic. Content marketing is the growth lever I want to pull, with video as the primary format and Facebook and Instagram the core distribution channels.

Here’s what I need: engaging chess-centric videos—opening tricks, tactical puzzles, rapid-fire tips, even meme-style reels—that spark conversation and drive viewers to click through to Chessify.fun. You’ll plan a content calendar,scriptand edit the videos, write thumb-stopping captions, add clear calls-to-action, and schedule everything for optimal reach. Tracking matters, so each post should include UTM links and basic analytics reporting so I can see how many players land on the site and what they do once they’re there.

Deliverables  
• Monthly video content plan (topics, form...","['Article Writing', 'Content Marketing', 'Content Writing', 'Copywriting', 'Creative Writing', 'Social Media Marketing', 'Video Editing', 'Video Production']"
491,Education Course Lead Follow-Up,/projects/customer-service/education-course-lead-follow,12 hours left,$709Avg Bid,True,10 bids,True,"...requested information.

I need a reliable professional to email daily leads that come in from Meta ads with initial information and a follow up call and text then  keep the conversation alive by calling them and texting every other week. 

Each call should aim to confirm their interest, answer basic questions, and schedule the next step in our sales process. You’ll receive the lead list, a simple callscript, and a tracking sheet. After each session, update the sheet with call outcomes, key notes, and any follow-up actions required.

Strong phone-based sales or appointment-setting experience is essential, so please highlight similar projects you’ve handled and the results you achieved. A confident, friendly voice and accurate record-keeping will be the keys to success...","['Appointment Setting', 'Customer Service', 'Data Entry', 'Email Marketing', 'Lead Generation', 'Leads', 'Sales', 'Sales Management', 'Telemarketing']"
492,ABAP program to create Freight Settlement Document using standard BOPF actions,/projects/sap/abap-program-create-freight-settlement,12 hours left,$214Avg Bid,True,39 bids,True,"Please don't apply if you don't have SAP TM BOPF ABAP experience.

I already have the Freight Order in SAP TM; what I’m missing is a single ABAP program that will pick up that order, read the agreed charges, and automatically walk through the downstream documents. Using standard SAP formats and validations, the program should:

• create the Freight Settlem...the usual SAP checks.

Acceptance will be based on:  
• clean activation without syntax errors in our S/4HANA sandbox  
• successful end-to-end creation of all four documents from a test Freight Order  
• correct retrieval and display of the generated document numbers

Send me the finished source code (preferably as a transport or single .txt file), a brief technical overview, and a short testscr...",['SAP']
493,Doctor Marketing Content & SEO,/projects/digital-marketing/doctor-marketing-content-seo,11 hours left,$74Avg Bid,True,56 bids,False,"I’m scaling a niche agency that serves private clinics and medical practices and I’m adding two remote specialists to the team.

1. Content &ScriptWriter  
You’ll craft professional-tone promotional posts for Instagram. Expect to turn briefs into scroll-stopping captions, short-form video scripts and carousel copy that stay compliant with healthcare advertising rules.

2. Digital Marketer  
Your core mission is visibility and reputation: on-page SEO, Instagram growth tactics, Google Business Profile optimisation and a proven process for generating authentic Google reviews. Familiarity with tools such as SEMrush/Ahrefs, Meta Business Suite, and Google Business Manager will help you hit the ground running.

Deliverables we’ll measure:  
• 4–5 p...","['Content Writing', 'Digital Marketing', 'Instagram Marketing', 'Internet Marketing', 'SEMrush', 'SEO', 'Social Media Marketing']"
494,Upgrade Python Task Automation App,/projects/desktop-application/upgrade-python-task-automation-app,11 hours left,$317Avg Bid,True,39 bids,True,"I built a small desktop tool inPythonthat automates several routine jobs for me on Windows. It has served me well, but the codebase is now dated and some of the third-party libraries I relied on have moved forward. I’m looking for someone who can take the current project, refactor or rewrite where it makes sense, and deliver a modern, stable release that runs smoothly on current Windows machines.

Key points you’ll be tackling include bringing the code up to a recentPythonversion, updating or replacing deprecated libraries, tightening performance, and packing the finished application in a way that is easy for me to install and distribute (a polished .exe via PyInstaller or a comparable solution is fine—whatever you are most comfortable with). A quick but...","['C++ Programming', 'Desktop Application', 'Documentation', 'Python', 'Software Architecture', 'Software Development', 'Software Engineering', 'Windows Desktop']"
495,Travel Portal & Bill Payment with wallet,/projects/web-development/travel-portal-bill-payment-with,10 hours left,$402Avg Bid,True,38 bids,False,"...Utility-bill payment integration—in other words, electricity, water, gas, internet, or similar billers through a secure payment gateway.  
• User accounts: full registration, email/OTP verification, and standard login/logout so every transaction is stored in a personal wallet / history page.  

Tech expectations  
Frontend can be React, Vue, or any modern JS stack; backend could be PHP/Laravel, Node, orPython—happy to take your recommendation as long as the final build is responsive, fast, and PCI-compliant. I’ll supply API keys for the booking supplier and the bill-pay aggregator once we kick off.  

Deliverables  
1. Fully deployed portal (web) with responsive UI.  
2. Admin panel to manage bookings, biller lists, and users.  
3. Source code with clear s...","['API Integration', 'Web Development']"
496,MATLAB Text Data Mini-Project,/projects/matlab/matlab-text-data-mini-project,10 hours left,$10Avg Bid,True,15 bids,True,"I have a short, time-sensitive mini project in MATLAB that revolves around a set of text data I will supply. The data is ready to go; what I need now is a clean, well-commented MATLABscript(or set of scripts) that completes the required processing and produces the expected outputs.

Once you review the dataset, I’ll clarify the exact operations and metrics I need, but in broad terms the job will involve:  
• loading my text files in MATLAB  
• performing the specified analysis or transformation steps  
• exporting results in the format I outline (likely a .mat file and a concise summary report)

Please structure the code so I can easily adjust parameters later, and include brief usage instructions inside the comments or a separate README. Speed matters on this...","['Algorithm', 'Data Analysis', 'MATLAB', 'Matlab and Mathematica', 'Python', 'Script Writing']"
497,Hindi Adventure Kids Story Animation,/projects/2d-animation/hindi-adventure-kids-story-animation,10 hours left,$14Avg Bid,True,3 bids,False,"I need a full-length 2D animated story video in Hindi that thrills and inspires children with a fun-filled adventure plot. The narrative, visuals, voice-over, sound effects, and background score should all be kid-friendly and completely original.  

Scope  
• Craft or refine a short, engagingscript(3–6 minutes is typical, but I’m open to your professional suggestion).  
• Design colourful characters and backgrounds that spark curiosity yet remain simple enough for young viewers to follow.  
• Animate the entire story in smooth, high-quality 2D—Adobe Animate, Toon Boom, After Effects, or a comparable tool is fine as long as the output looks polished.  
• Record a clear Hindi voice-over with lively narration and distinct character voices.  
&bul...","['2D Animation', '2D Animation Explainer Video', '3D Animation', 'Adobe Animate', 'After Effects', 'Animation', 'Commercials', 'Toon Boom']"
498,Linux OpenCV Face-Rec Script Face recognition,/projects/opencv/linux-opencv-face-rec-script,10 hours left,$147Avg Bid,True,39 bids,False,"I need a straightforwardPythonprogram that runs smoothly on a typical Linux workstation (Ubuntu 20.04 on my end) and leverages OpenCV together with the face_recognition library. The goal is simple: I point thescriptat one or more PNG images containing the people I want to track, start the webcam, and instantly see bounding boxes and their names appear around any matching faces in the live video stream.  

Core flow I expect  
• Load reference PNGs, generate encodings, and store them in memory.  
• Open the default webcam, read frames in real time, detect every face, compare encodings, and label any match.  
• Draw a rectangle and overlay the matching person’s name. Unrecognised faces stay unlabelled.  
• A single command-line flag (or a config se...","['C++ Programming', 'Computer Vision', 'Deep Learning', 'Face Recognition', 'Image Processing', 'Linux', 'OpenCV', 'Python', 'Software Architecture', 'Video Processing']"
499,Need Original Kids’ Comedy Cartoon,/projects/creative-writing/need-original-kids-comedy-cartoon,10 hours left,$56Avg Bid,True,14 bids,False,"...laugh-out-loud funny, with simple language that a young reader (roughly 6-10 years old) can grasp easily.  

I only want new material—nothing previously sold, posted online or based on existing characters. Once the deal is complete, I’ll need full copyright transferred to me so I can move straight into illustration and publication.

What I expect to receive  
• A self-contained comedic story orscriptof roughly 800–1,200 words (or an equivalent page-count format)  
• A short scene or page-by-page breakdown so an artist can see where the visual gags land  
• Confirmation that the work is 100 % original and ready for full rights transfer  

When you submit your bid, please include a brief excerpt or pitch paragraph that shows your comedic style and...","['Caricature & Cartoons', 'Comedy Writing', 'Content Writing', 'Creative Writing', 'Fiction', 'Illustration', 'Script Writing', 'Short Stories']"
500,FastAPI Course Site Database Fix the,/projects/fastapi/fastapi-course-site-database-fix,10 hours left,$148Avg Bid,True,105 bids,True,"My FastAPI-based course platform is almost production-ready, but persistent connection errors with the SQL back-end are blocking launch. The project already contains the full user/course logic; models are defined with SQLAlchemy and the environment variables for either PostgreSQL or MySQL are in place, yet the app still drops or refuses connections under load.

I need aPython/FastAPI specialist to review the existing repository, trace the connection failures, and implement a solid remedy. That likely means inspecting the engine configuration, connection pooling, transaction handling, and any Alembic migration issues, then adjusting code or server settings so every endpoint responds reliably.

Deliverables  
• Clean, commit-ready fixes that eliminate the current connection erro...","['API Development', 'Database Administration', 'Database Design', 'Database Management', 'FastAPI', 'MySQL', 'PostgreSQL', 'Python', 'SQLite']"
501,Automate Syllabus Listing,/projects/automation/automate-syllabus-listing,9 hours left,$27Avg Bid,True,20 bids,True,"I'm looking for a solution to automate the generation of the ""LISTING EDARAN SILIBUS"" for every session. The data should be pulled directly from the Struktur Excel document (e.g., CM101). The output must be organized chronologically by session date and include the course code.

Requirements:
- Automationscriptor tool
- Familiarity with Excel and data handling
- Ability to structure output chronologically

Ideal Skills:
- Proficiency in Excel
- Experience with automation tools/scripts
- Attention to detail and accuracy","['Automation', 'Data Analysis', 'Data Management', 'Data Processing', 'Excel', 'PHP', 'Software Architecture', 'Visual Basic']"
